Código-Actividades;Titulo-Actividades;Código-NIC
284021;Administrar medicamentos y líquidos complementarios necesarios para controlar el anestésico, mantener la hemeostasis fisiológica y corregir las respuestas adversas o desfavorables a la anestesia y cirugía.;2840
384030;Administrar medicamentos, si procede (clorpromazia y esteroides).;3840
435414;Administrar medicamentos, si procede, para disminuir la ansiedad, estabilizar el humor y disminuir la autoestimulación.;4354
657012;Administrar medicamentos, si procede.;6570
191018;Administrar medicinas alcalinas prescritas (bicarbonato sódico), según corresponda, en función de resultados de ABG.;1910
287010;Administrar medidas de calor (mantas calientes, mantas de convección), si es necesario.;2870
406425;Administrar nutrición parenteral total, si es preciso.;4064
192013;Administrar oral o parenteralmente agentes HCO3, si es preciso.;1920
192028;Administrar oxigenoterapia, si procede.;1920
695016;Administrar oxitócicos después del parto, si procede.;6950
402612;Administrar oxitócicos por vía i.v. o intramuscular,  según protocolo u órdenes.;4026
192030;Administrar oxígeno a bajo flujo y observar si hay narcosis por CO2, en caso de hipercapnia crónica.;1920
641206;Administrar oxígeno a una velocidad de flujo alta (10-15 l/min).;6412
380013;Administrar oxígeno calentado, si procede.;3800
425614;Administrar oxígeno de flujo alto, si procede.;4256
402416;Administrar oxígeno humidificado, si procede.;4024
332005;Administrar oxígeno suplementario según órdenes.;3320
425027;Administrar oxígeno y/o ventilación mecánica, si procede.;4250
425817;Administrar oxígeno y/o ventilación mecánica, si procede.;4258
426028;Administrar oxígeno y/o ventilación mecánica, si procede.;4260
327007;Administrar oxígeno, según prescripción.;3270
257025;Administrar oxígeno, si está prescrito.;2570
287002;Administrar oxígeno, si procede.;2870
374023;Administrar oxígeno, si procede.;3740
192024;Administrar parenteralmente soluciones con cloro para reducir el HCO3, a la vez que se corrige la causa de la alcalosis respiratoria, si procede.;1920
687001;Administrar por prescripción médica el fármaco para el cese de la lactación, si corresponde.;6870
212011;Administrar potasio, según prescripción.;2120
425806;Administrar productos sanguíneos (hematíes concentrados, plaquetas o plasma fresco congelado), si procede.;4258
418027;Administrar productos sanguíneos (plaquetas y plasma congelado fresco), si procede .;4180
402014;Administrar productos sanguíneos (plaquetas y plasma fresco congelado), si está indicado.;4020
401007;Administrar productos sanguíneos (plaquetas y plasma fresco congelado), si procede.;4010
402407;Administrar productos sanguíneos (plaquetas y plasma fresco congelado), si procede.;4024
414002;Administrar productos sanguíneos, según prescripción.;4140
402620;Administrar productos sanguíneos, si es el caso.;4026
406414;Administrar productos sanguíneos, si procede.;4064
402120;Administrar productos sanguíneos.;4021
425044;Administrar profilaxis para TVP y úlcera de estrés, si procede.;4250
425039;Administrar proteína C activada recombinante, si procede.;4250
436026;Administrar refuerzos positivos en las conductas que han de incrementarse.;4360
412020;Administrar reposición prescrita de líquidos por vía nasogástrica en función de la eliminación, si procede.;4120
208029;Administrar resinas de fusión/eliminación de electrólitos de acuerdo con la prescripción, si procede.;2080
200203;Administrar resinas que fusionan o eliminan los electrólitos (p. ej., sulfonato sódico de poliestireno, Kayexalato), según prescripción, si correspondiera.;2002
200009;Administrar resinas que fusionan o eliminan los electrólitos (sulfonato sódico de poliestireno Kayexalato), según prescripción, si procediera.;2000
200609;Administrar sales de calcio adecuadas por prescripción (carbonato cálcico, cloruro cálcico y gluconato cálcico), que utilizan sólo calcio diluido en dextrosa al 5% en agua (D5W), administrado lentamente con una bomba de infusión volumétrica, si está indicado.;2006
272007;Administrar sedación , si es necesario.;2720
409218;Administrar sedación y analgesia a los pacientes que reciben marcapasos transcutáneos externos, según esté indicado.;4092
191416;Administrar sedantes , calmantes, bloqueantes neuromusculares (sólo al paciente con ventilación mecánica), si procede.;1914
224023;Administrar seis comidas de pequeña cantidad al día, según tolerancia.;2240
418007;Administrar soluciones del pacienta a la estimulación de líquidos.;4180
418008;Administrar soluciones hipotónica (5% de solución acuosa de dextrosa, D5 o solución salina 0,45) para la rehidratación intracelular, si es el caso .;4180
418009;Administrar soluciones isotónicas (salina normal y soluciones de Ringer lactato) para la rehidratación extracelular, si corresponde.;4180
406424;Administrar soluciones orales fungicidas.;4064
403020;Administrar solución salina cuando la transfusión haya terminado.;4030
200416;Administrar solución salina isotónica (0,9%), solución salina hipotónica (0,45% ó 0,3%), dextrosa hipotónica (5%) o diuréticos, en función del estado de los líquidos y la osmolalidad de la orina.;2004
200415;Administrar solución salina normal y expansores del plasma en presencia de hipernatremia asociada a hipovolemia.;2004
200910;Administrar suero salino hipertónico (del 3 al 5%) a 3 ml/kg/h o según la política, para la corrección prudente de la hiponatremia en cuidados intensivos, sólo bajo estrecha observación, si procede.;2009
202029;Administrar suplemento de electrólitos prescrito, si procede.;2020
200507;Administrar suplementos de calcio y vitamina D por prescripción para reducir los niveles de fosfato, si procede;2005
425412;Administrar suplementos de oxígeno, si procede.;4254
200822;Administrar suplementos orales prescritos, si está indicado, varios días después de la normalización del nivel de magnesio.;2008
201006;Administrar suplementos prescritos de fosfato i.v. (la velocidad de sustitución no debe ser mayor de 10 mEq/h), si procede.;2010
043011;Administrar supositorios de glicerina, si es necesario.;0430
044010;Administrar supositorios, si está indicado.;0440
654031;Administrar terapia de antibióticos, si procede.;6540
654526;Administrar terapia de antibióticos, si procede.;6545
675017;Administrar terapia de estimulación nerviosa eléctrica transcutánea (TENS) a la madre que da el pecho para minimizar el uso de medicamentos, si resulta oportuno.;6750
201025;Administrar terapia de sustitución oral de fosfato cuando sea posible (vía preferida).;2010
425037;Administrar terapia de sustitución renal continua o hemodiálisis, si procede.;4250
412013;Administrar terapia i.v. según prescripción.;4120
624014;Administrar toxina antitetánica, si procede.;6240
366102;Administrar toxoide tetánico, si procede.;3661
314015;Administrar tratamientos con aerosol, si está indicado.;3140
314016;Administrar tratamientos con nebulizador ultrasónico, si procede.;3140
427019;Administrar trombolíticos según pautas específicas de administración.;4270
425038;Administrar trombolíticos, si procede.;4250
654032;Administrar un agente de inmunización, si procede.;6540
655019;Administrar un agente de inmunización, si resulta oportuno.;6550
300012;"Administrar un anestésico local tópico (p.ej; EMLA), si está prescrito.";3000
362008;Administrar un anestésico tópico o inyectable a la zona, si procede.;3620
374016;Administrar un baño tibio con una esponja, si procede.;3740
211009;Administrar una dosis heparina siguiendo el protocolo o la orden del médico.;2110
200435;Administrar una ingesta adecuada de agua a pacientes que reciben terapia de alimentación enteral.;2004
342014;"Administrar varios tipos de control (farmacológico y no farmacológico) según sea necesario para proporcionar comodidad, antes y después de la cirugía (p.ej; fonoforesis, masaje).";3420
255015;Administrar vasopresina, según prescripción.;2550
425004;Administrar vasopresores, si procede.;4250
425622;Administrar vasopresores.;4256
425043;Administrar venodilatadores, si procede.;4250
632004;Administrar ventilación manual, si es preciso.;6320
451209;Administrar vitaminas, si se considera oportuno.;4512
293020;Administrar y registrar los medicamentos preoperatorios, si procede.;2930
255016;Administrar y vigilar los efectos de los diuréticos de asa y corticoesteroides.;2550
191211;Administrar ácido diluido (hipocloruro isotónico) o monohidrocloruro de arginina, si procede.;1912
419018;Administrar, si es preciso y por prescripción médica, un 1% de lidocaína en el sitio de inserción.;4190
192029;Adminstrar antimicrobianos y brocondilatadores, si procede.;1920
732033;Admitir la necesidad de combinar los intereses del paciente, de la clínica y económicos.;7320
771007;Advertir a los médicos sobre los cambios de los procedimientos programados.;7710
561208;Advertir al paciente acerca de los peligros de sobrestimar sus posibilidades.;5612
561629;Advertir al paciente contra la administración de medicamentos prescritos a otras personas.;5616
561209;Advertir al paciente de los efectos del calor y frío extremos.;5612
561628;Advertir al paciente de los riesgos asociados a la administración de medicamentos caducados.;5616
161008;Afeitar al paciente, si está indicado.;1610
362005;Afeitar el vello de las inmediaciones de la herida.;3620
366002;Afeitar el vello que rodea la zona afectada, si es necesario.;3660
230708;Afeitar la zona de encima del reservorio, según protocolo del centro.;2307
654018;Afeitar y preparar la zona, como se indica en la preparación para procedimientos invasivos y/o cirugía.;6540
268003;Aflojar la ropa.;2680
318010;Aflojar los soportes comerciales del tubo endotraqueal al menos una vez al día, proporcionar cuidados a la piel de la zona.;3180
378002;Aflojar o quitar la ropa, si procede.;3780
231107;Agitar el inhalador.;2311
185020;"Agrupar las actividades para minimizar el número de despertares; permitir ciclos de sueño de al menos 90 minutos.";1850
825030;Agrupar los cuidados para favorecer el intervalo más largo posible de sueño  la conservación de la energía.;8250
654004;Aislar a las personas expuestas a enfermedades transmisibles.;6540
692405;Aislar al bebé.;6924
318023;Aislar la traqueostomía del agua.;3180
154008;Ajustar amplitud, frecuencia y anchura del pulso a los ajustes indicados predeterminados.;1540
185009;Ajustar el ambiente (luz, ruidos, temperatura, colchón y cama) para favorecer el sueño.;1850
259035;Ajustar el cabecero de la cama para optimizar la perfusión cerebral.;2590
552005;Ajustar el contenido de acuerdo con las capacidades y discapacidades cognoscitivas, psicomotoras y/o afectivas del paciente.;5520
560616;Ajustar el contenido de acuerdo con las capacidades/incapacidades cognoscitivas, psicomotoras y afectivas del paciente.;5606
