Código-Indicador;Titulo-Indicador;Código-Escala;Código-Resultado
020306;De pie a arrodillado.;4;0203
020307;De arrodillado a de pie.;4;0203
020308;De pie a cuclillas.;4;0203
020309;De cuclillas a de pie.;4;0203
020310;Inclinado hacia delante cuando está sentado.;4;0203
020311;De un costado a otro costado.;4;0203
020313;De tumbado de espaldas a tumbado de frente.;4;0203
020401;Úlceras por presión.;3;0204
020402;Estreñimiento.;3;0204
020403;Impactación fecal.;3;0204
020404;Estado nutricional.;4;0204
020405;Hipoactividad intestinal.;3;0204
020406;Íleo paralítico.;3;0204
020407;Cálculos urinarios.;3;0204
020408;Retención urinaria.;3;0204
020409;Fiebre.;3;0204
020410;Infección del tracto urinario.;3;0204
020411;Fuerza muscular.;4;0204
020412;Tono muscular.;4;0204
020413;Fractura ósea.;3;0204
020414;Movimiento articular.;4;0204
020415;Articulaciones contraídas.;3;0204
020416;Articulaciones anquilosadas.;3;0204
020417;Hipotensión ortostática.;3;0204
020418;Trombosis venosa.;3;0204
020419;Congestión pulmonar.;3;0204
020420;Inefectividad de la tos.;4;0204
020421;Capacidad vital.;4;0204
020422;Neumonía.;3;0204
020501;Alerta disminuída.;4;0205
020502;Orientación cognitiva.;4;0205
020503;Atención disminuída.;4;0205
020504;Distorsiones de la percepción.;3;0205
020505;Sentido cinestésico.;4;0205
020507;Emociones exageradas.;3;0205
020508;Trastornos del sueño.;3;0205
020509;Autoestima.;4;0205
020510;Imagen corporal negativa.;3;0205
020511;Capacidad para actuar.;4;0205
020513;Depresión.;3;0205
020514;Apatía.;3;0205
020601;Mandíbula.;1;0206
020602;Cuello.;1;0206
020603;Dedos (derechos).;1;0206
020604;Dedos (izquierdos).;1;0206
020605;Pulgar (derecho).;1;0206
020606;Pulgar (izquierdo).;1;0206
020607;Muñeca (derecha).;1;0206
020608;Muñeca (izquierda).;1;0206
020609;Codo (derecho).;1;0206
020610;Codo (izquierdo).;1;0206
020611;Hombro (derecho).;1;0206
020612;Hombro (izquierdo).;1;0206
020613;Tobillo (derecho).;1;0206
020614;Tobillo (izquierdo).;1;0206
020615;Rodilla (derecha).;1;0206
020616;Rodilla (izquierda).;1;0206
020617;Cadera (derecha).;1;0206
020618;Cadera (izquierda).;1;0206
020620;Columna vertebral.;1;0206
020702;Cuello.;1;0207
020703;Dedos (derechos).;1;0207
020704;Dedos (izquierdos).;1;0207
020705;Pulgar (derecho).;1;0207
020706;Pulgar (izquierdo).;1;0207
020707;Muñeca (derecha).;1;0207
020708;Muñeca (izquierda).;1;0207
020709;Codo (derecho).;1;0207
020710;Codo (izquierdo).;1;0207
020711;Hombro (derecho).;1;0207
020712;Hombro (izquierdo).;1;0207
020713;Tobillo (derecho).;1;0207
020714;Tobillo (izquierdo).;1;0207
020715;Rodilla (derecha).;1;0207
020716;Rodilla (izquierda).;1;0207
020717;Cadera (derecha).;1;0207
020718;Cadera (izquierda).;1;0207
020801;Mantenimiento del equilibrio.;4;0208
020802;Mantenimiento de la posición corporal.;4;0208
020803;Movimiento muscular.;4;0208
020804;Movimiento articular.;4;0208
020805;Realización del traslado.;4;0208
020806;Ambulación.;4;0208
020809;Coordinación.;4;0208
020810;Marcha.;4;0208
020811;Correr.;4;0208
020812;Saltar.;4;0208
020813;Caminar a gatas.;4;0208
020814;Se mueve con facilidad.;4;0208
021001;Traslado de la cama a la silla.;4;0210
021002;Traslado de la silla a la cama.;4;0210
021003;Traslado de silla a silla.;4;0210
021004;Traslado desde la silla de ruedas al vehículo.;4;0210
021005;Traslado desde el vehículo hasta la silla de ruedas.;4;0210
021007;Traslado de la silla de ruedas al aseo.;4;0210
021008;Traslado del aseo a la silla de ruedas.;4;0210
021009;Traslado de una superficie a otra estando echado.;4;0210
021101;Integridad ósea.;4;0211
021102;Densidad ósea.;4;0211
021103;Movimiento articular.;4;0211
021104;Cargar peso.;4;0211
021105;Alineación esquelética.;4;0211
021106;Estabilidad articular.;4;0211
021201;Resistencia de la contracción muscular.;4;0212
021202;Tono muscular.;4;0212
021203;Rapidez del movimiento.;4;0212
021204;Suavidad del movimiento.;4;0212
021205;Control del movimiento.;4;0212
021206;Estabilidad del movimiento.;4;0212
021207;Movimiento equilibrado.;4;0212
021208;Tensión muscular.;4;0212
021209;Movimiento en la dirección deseada.;4;0212
021210;Movimiento en el tiempo deseado.;4;0212
021211;Movimiento con la rapidez deseada.;4;0212
021212;Movimiento con la precisión deseada.;4;0212
021301;Flexión dorsal de 20º (d).;1;0213
021302;Flexión plantar de 45º (d).;1;0213
021303;Inversión de 30º (d).;1;0213
021304;Eversión de 20º (d).;1;0213
021305;Rotación (d).;1;0213
021306;Flexión dorsal de 20º (i).;1;0213
021307;Flexión plantar de 45º (i).;1;0213
021308;Inversión de 30º (i).;1;0213
021309;Eversión de 20º (i).;1;0213
021310;Rotación (i).;1;0213
021401;Extensión de 0º (d).;1;0214
021402;Flexión de 160º (d).;1;0214
021403;Supinación de 90º (d).;1;0214
021404;Pronación de 90º (d).;1;0214
021405;Extensión de 0º (i).;1;0214
021406;Flexión de 160º (i).;1;0214
021407;Supinación de 90º (i).;1;0214
021408;Pronación de 90º (i).;1;0214
021501;Extensión metacarpofalángica de 0º (d).;1;0215
021502;Flexión metacarpofalángica de 90º (d).;1;0215
021503;Hiperflexión metacarpofalángica de 30º (d).;1;0215
021504;Extensión interfalángica proximal de 0º (d).;1;0215
021505;Flexión interfalángica proximal de 100-120º (d).;1;0215
021506;Extensión interfalángica distal de 0º (d).;1;0215
021507;Flexión interfalángica distal de 45-80º (d).;1;0215
021508;Extensión metacarpofalángica de 0º (i).;1;0215
021509;Flexión metacarpofalángica de 90º (i).;1;0215
021510;Hiperflexión metacarpofalángica de 30º (i).;1;0215
021511;Extensión interfalángica proximal de 0º (i).;1;0215
021512;Flexión interfalángica proximal de 100-120º (i).;1;0215
021513;Extensión interfalángica distal de 0º (i).;1;0215
021514;Flexión interfalángica distal de 45-80º (i).;1;0215
021601;Flexión rodilla recta de 90º (derecha).;1;0216
021602;Extensión rodilla recta de 0º (d).;1;0216
021603;Hiperterextensión rodilla recta de 15º (d).;1;0216
021604;Flexión rodilla doblada 120º (d).;1;0216
021605;Abducción de 45º (d).;1;0216
021606;Abducción de 30º (d).;1;0216
021607;Rotación interna de 40º (d).;1;0216
021608;Rotación externa de 45º (d).;1;0216
021609;Flexión rodilla recta de 90º (izquierda).;1;0216
021610;Extensión rodilla recta de 0º (i).;1;0216
021611;Hiperextensión rodilla recta de 15º (i).;1;0216
021612;Flexión rodilla doblada 120º (i).;1;0216
021613;Abducción de 45º (i).;1;0216
021614;Abducción de 30º (i).;1;0216
021615;Rotación interna de 40º (i).;1;0216
021616;Rotación externa de 45º (i).;1;0216
021701;Extensión de 0º (d).;1;0217
021702;Flexión de 130º (d).;1;0217
021703;Hiperextensión de 15º (d).;1;0217
021704;Extensión de 0º (i).;1;0217
021705;Flexión de 130º (i).;1;0217
021706;Hiperextensión de 15º (i).;1;0217
021801;Flexión de 45º.;1;0218
021802;Extensión de 55º.;1;0218
021803;Inclinación lateral de 40º (d).;1;0218
021804;Inclinación lateral de 40º (i).;1;0218
021805;Rotación.;1;0218
021901;Flexión hacia delante de 180º (d).;1;0219
021902;Extensión de 50º (d).;1;0219
021903;Rotación externa de 90º (d).;1;0219
021904;Rotación interna de 90º (d).;1;0219
021905;Abducción de 180º (d).;1;0219
021906;Aducción de 50º (d).;1;0219
021907;Flexión hacia delante de 180º (i).;1;0219
021908;Extensión de 50º (i).;1;0219
021909;Rotación externa de 90º (i).;1;0219
021910;Rotación interna de 90º (i).;1;0219
021911;Abducción de 180º (i).;1;0219
021912;Aducción de 50º (i).;1;0219
022001;Extensión de 30º.;1;0220
022002;Flexión de 90º.;1;0220
022003;Inclinación lateral de 35º (d).;1;0220
022004;Rotación (d).;1;0220
022005;Inclinación lateral de 35º (i).;1;0220
022006;Rotación (i).;1;0220
022101;Desviación radial de 20º (d).;1;0221
022102;Desviación cubital de 55º (d).;1;0221
022103;Flexión de 90º (d).;1;0221
022104;Extensión de 70º (d).;1;0221
022105;Desviación radial de 20º (i).;1;0221
022106;Desviación cubital de 55º (i).;1;0221
022107;Flexión de 90º (i).;1;0221
022108;Extensión de 70º (i).;1;0221
030001;Come.;4;0300
030002;Se viste.;4;0300
030003;Uso del inodoro.;4;0300
030004;Se baña.;4;0300
030005;Se peina.;4;0300
030006;Higiene.;4;0300
030007;Higiene bucal.;4;0300
030008;Deambulación: camina.;4;0300
030009;Deambulación: en silla de ruedas.;4;0300
030010;Realización del traslado.;4;0300
030012;Cambia de posición solo.;4;0300
030101;Entra y sale del cuarto de baño.;4;0301
030102;Obtiene los suministros para el baño.;4;0301
030103;Obtiene agua.;4;0301
030104;Abre el agua.;4;0301
030105;Regula la temperatura del agua.;4;0301
030106;Regula el flujo del agua.;4;0301
030107;Se lava en el lavabo.;4;0301
030108;Se baña en la bañera.;4;0301
030109;Se baña en la ducha.;4;0301
030111;Seca el cuerpo.;4;0301
030113;Se lava la cara.;4;0301
030114;Se lava la parte superior del cuerpo.;4;0301
030115;Se lava la parte inferior del cuerpo.;4;0301
030116;Se lava la zona perianal;4;0301
030201;Escoge la ropa.;4;0302
030203;Coge la ropa.;4;0302
030204;Se pone la ropa en la parte superior del cuerpo.;4;0302
030205;Se pone la ropa en la parte inferior del cuerpo.;4;0302
030206;Se abrocha la ropa.;4;0302
030207;Utiliza broches.;4;0302
030208;Utiliza cremalleras.;4;0302
030209;Se pone los calcetines.;4;0302
030210;Se pone los zapatos.;4;0302
030211;Se quita la ropa.;4;0302
030213;Se abrocha los zapatos.;4;0302
030214;Se quita la ropa de la parte inferior del cuerpo.;4;0302
030215;Coge la ropa del cajón.;4;0302
030216;Coge la ropa del armario.;4;0302
030301;Prepara comida.;4;0303
030302;Abre envases.;4;0303
030303;Maneja utensilios.;4;0303
030304;Coge comida con los utensilios.;4;0303
030305;Coge tazas o vasos.;4;0303
030306;Se lleva comida a la boca con los dedos.;4;0303
030307;Se lleva comida a la boca con envases.;4;0303
030308;Se lleva comida a la boca con utensilios.;4;0303
030309;Bebe de una taza o vaso.;4;0303
030310;Coloca la comida en la boca.;4;0303
030311;Manipula la comida en la boca.;4;0303
030312;Mastica la comida.;4;0303
030313;Deglute la comida.;4;0303
030314;Finaliza la comida.;4;0303
030316;Corta la comida en pedacitos.;4;0303
030317;Traga líquidos.;4;0303
030501;Se lava las manos.;4;0305
030503;Se limpia la zona perineal.;4;0305
030504;Se limpia los oídos.;4;0305
030505;Mantiene la nariz limpia.;4;0305
030506;Mantiene la higiene bucal.;4;0305
030508;Se lava el pelo.;4;0305
030509;Se peina o cepilla el pelo.;4;0305
030510;Se afeita.;4;0305
030511;Se maquilla.;4;0305
030512;Se cuida las uñas de las manos.;4;0305
030513;Usa el espejo.;4;0305
030514;Mantiene una apariencia pulcra.;4;0305
030515;Lleva compresas.;4;0305
030516;Se cuida las uñas de los pies.;4;0305
030517;Mantiene la higiene corporal.;4;0305
030601;Compra comestibles.;4;0306
030602;Compra ropa.;4;0306
030603;Compra las cosas necesarias para la casa.;4;0306
030604;Prepara las comidas.;4;0306
030605;Sirve las comidas.;4;0306
030606;Utiliza el teléfono.;4;0306
030607;Maneja la comunicación escrita.;4;0306
030608;Abre envases.;4;0306
030609;Realiza las tareas del hogar.;4;0306
030610;Realiza las reparaciones del hogar.;4;0306
030611;Trabaja en el jardín.;4;0306
030612;Controla el dinero.;4;0306
030613;Controla los asuntos de negocios.;4;0306
030614;Viaja en trasporte público.;4;0306
030615;Conduce su coche.;4;0306
030616;Hace la colada.;4;0306
030617;Controla su propia medicación no parenteral.;4;0306
030619;Controla su propia medicación parenteral.;4;0306
030701;Identifica la medicación.;4;0307
030702;Administra la dosis correcta.;4;0307
030705;Sigue las precauciones de los medicamentos.;4;0307
030706;Describe los efectos indeseables de la medicación.;4;0307
030707;Utiliza ayudas para memorizar.;4;0307
030708;Realiza actividades de autosupervisión.;4;0307
030709;Utiliza el equipo de monitorización de forma precisa.;4;0307
030710;Mantiene los suministros necesarios.;4;0307
030712;Almacena la medicación de forma adecuada.;4;0307
030713;Desecha la medicación de forma apropiada.;4;0307
030714;Solicita las pruebas de laboratorio necesarias.;4;0307
030716;Controla los efectos terapéuticos.;4;0307
030717;Ajusta la medicación para conseguir los efectos terapéuticos.;4;0307
030718;Utiliza la medicación según prescripción.;4;0307
030719;Comprende las implicaciones de los resultados de las pruebas.;4;0307
030801;Se cepilla los dientes.;4;0308
030802;Utiliza seda dental.;4;0308
030803;Se lava la boca, las encías y la lengua.;4;0308
030804;Limpia la dentadura postiza o las prótesis dentales.;4;0308
030806;Utiliza fluoración.;4;0308
030807;Acude al dentista regularmente.;4;0308
030810;Utiliza un enjuague bucal.;4;0308
030901;Identifica la medicación.;4;0309
030902;Describe la dosis correcta.;4;0309
030905;Describe las precauciones del uso de la medicación.;4;0309
030906;Describe los efectos secundarios de la medicación.;4;0309
030907;Utiliza ayudas para memorizar.;4;0309
030908;Realiza actividades de autosupervisión.;4;0309
030909;Utiliza el equipamiento de monitorización de forma precisa.;4;0309
030910;Mantiene los suministros necesarios.;4;0309
030912;Almacena correctamente la medicación.;4;0309
030913;Desecha la medicación de forma apropiada.;4;0309
030914;Mantiene la asepsia.;4;0309
030915;Supervisa las zonas de punción.;4;0309
030916;Solicita las pruebas de laboratorio necesarias.;4;0309
030918;Controla los efectos terapéuticos.;4;0309
030919;Ajusta la medicación para conseguir los efectos terapéuticos.;4;0309
030920;Elimina adecuadamente las jeringas y las agujas.;4;0309
030921;Utiliza la medicación según prescripción.;4;0309
031001;Reconoce y responde a la repleción vesical.;4;0310
031002;Reconoce y responde a la urgencia para defecar.;4;0310
031004;Se quita la ropa.;4;0310
031005;Se coloca en el inodoro o en el orinal.;4;0310
031006;Vacía la vejiga o el intestino.;4;0310
031007;Se limpia después de orinar o defecar.;4;0310
031008;Se levanta del inodoro u orinal.;4;0310
031009;Se ajusta la ropa después de usar el inodoro.;4;0310
031011;Evacua.;4;0310
031012;Se limpia después del movimiento intestinal.;4;0310
031013;Entra y sale del servicio.;4;0310
031014;Llega al servicio entre la urgencia de orinar y la micción.;4;0310
031015;Llega al servicio entre la urgencia de defecar y la evacuación de las deposiciones.;4;0310
031101;Fiebre.;12;0311
031102;Infección.;12;0311
031103;Confusión.;12;0311
031106;Describe signos y síntomas al profesional de asistencia sanitaria.;9;0311
031107;Describe los tratamientos prescritos.;9;0311
031108;Describe los riesgos de complicaciones.;9;0311
031110;Realiza actividades de la vida diaria (AVD) independientemente.;9;0311
031111;Relaiza actividades instrumentales de la vida diaria (AIVD) independientemente.;9;0311
031112;Realiza juicios adecuados.;9;0311
031113;Obtiene la asistencia necesaria.;9;0311
031114;Utiliza un sistema de apoyopersonal.;9;0311
031115;Controla su propia medicación no parenteral.;9;0311
031116;Controla su propia medicación parenteral.;9;0311
031117;Participa en la planificación del alta.;9;0311
031201;Necesidad de soporte profesional.;9;0312
031202;Necesidad de soporte familiar.;9;0312
031203;Orientado con los cuidados en la nueva residencia.;9;0312
031204;Acepta el traslado a la nueva residencia.;9;0312
031205;Describe necesidades especiales.;9;0312
031206;Describe un plan a corto plazo.;9;0312
031207;Describe un plan a largo plazo.;9;0312
031208;Describe un plan de la continuidad de los cuidados.;9;0312
031209;Participa en la planificación del alta.;9;0312
031301;Se baña.;4;0313
031302;Se viste.;4;0313
031303;Prepara comida y bebida para ingerir.;4;0313
031304;Se alimenta.;4;0313
031305;Mantiene higiene personal.;4;0313
031306;Mantiene higiene bucal.;4;0313
031307;Se asea de manera independiente.;4;0313
031309;Controla las propias medicaciones parenterales.;4;0313
031310;Realiza tareas domésticas.;4;0313
031311;Controla la economía del hogar.;4;0313
031312;Dispone su propio transporte.;4;0313
031313;Obtiene los artículos necesarios para la casa.;4;0313
031314;Reconoce necesidades de seguridad en el hogar.;4;0313
031315;Controla su propia medicación no parenteral.;4;0313
040001;Presión sanguínea sistólica.;1;0400
040002;Frecuencia cardíaca.;1;0400
040003;Índice cardíaco.;1;0400
040004;Fracción de eyección.;1;0400
